NAME,CATEGORIES,DESCRIPTION,LATITUDE,RATING,LONGITUDE,DESTINATION,GENERAL_LOCATION,ID,split
Sa Trinxa Beach Bar,"['Nightlife', 'Bars & Clubs']",,38.840088,4.0,1.393949,Ibiza,,667058,train
BAM Karaoke Box Luchana,"['Nightlife', 'Karaoke Bars']","This is BAM's 2nd address in Madrid and its biggest venue ever. Located at the heart of Chamberi's district, this BAM House spreads out onto several floors and has 2 cocktail bars and 9 private karaoke rooms. At BAM Luchana, different atmospheres come together: An open and colorful bar on the 1st floor contrasted with a darker, more mysterious underground feel f the lower floor where all the karaoke rooms are.",40.430126,5.0,-3.700264,Madrid,,24944751,train
Santorini Wine Stories,"['Food & Drink', 'Tours', 'Wine Tours & Tastings ', 'Day Trips']","Discover the most legendary wineries and traditional cellars of Santorini through a unique wine-tasting journey. Santorini Wine Stories specializes in wine and food activities, offering its guests small group and private Santorini tours to explore the wine, food and culture of Santorini and Greece. Our goal is to provide experience to Santorini travellers offering a non-touristic contact to the island, in order to discover the authentic Greek culture and Greek hospitality. We will share the local culture, traditions and history knowledge, giving you the opportunity not only to see but engage into the island's insights and discover with us every corner of Santorini. The manager George with a 10-year expertise and his team of hosts, tour guides and travel experts are looking forward to welcoming you to our tours and experiences in Santorini.",36.423275,5.0,25.428604,Greece,,13923838,train
Sokollu Mehmet Pasha Mosque,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Architectural Buildings']","This l6th-century mosque, built on the slope of a hill near Sultanahmet, is one of the most beautiful examples of classical Turkish architecture in the city. Of special interest are the prayer niches and pulpit, which are covered in lovely Iznik tiles.",41.00494,4.5,28.97195,Istanbul,,296040,train
Museum Rietberg,"['Museums', 'Art Museums']","This art museum is the only art museum in Switzerland that focuses on non-European art, and has a substantial collection from Asia, America, Africa and Oceania. It's also located in one of Zürich's most beautiful parks.",47.358887,4.5,8.530035999999999,Zurich,,244436,train
Old Amsterdam Cheese Store,"['Shopping', 'Gift & Specialty Shops']","The centre of Amsterdam is home to three of Old Amsterdam Cheese Store's shops where you can buy your cheese-themed souvenir! Our cheese experts are always pleased to give you a warm welcome and your very own Amsterdam cheese experience. Besides Old Amsterdam (the best-known Dutch mature cheese), these stores also sell other types of Gouda cheese you can take with you when traveling.",52.37493,4.5,4.895292,Amsterdam,,5538742,train
Enigma - Escape Room Barcelona,"['Fun & Games', 'Room Escape Games']","You will live an only experience, positive, thrilling, at any one time than different to the rest of options of leisure in Barcelona. You can take part in ENIGMA Room Escape whenever you wish it. WILL YOU BE ABLE TO LEAVE? You will go in in a room where will find different objects, all with a sense, there is not nothing for causality. Going out will not be so easy! Organize your team and confront the enigma.",41.42523,5.0,2.17823,Barcelona,"Carrer de les Acacies 38, 08027",7305650,train
Loorenkopf Aussichtsturm,"['Sights & Landmarks', 'Observation Decks & Towers']",,47.36938,5.0,8.59814,Zurich,,10780541,train
Chiesa di Sant'Antonio a Posillipo,"['Sights & Landmarks', 'Churches & Cathedrals']",,40.82781,4.5,14.217877,Naples,"Via Minucio Felice, 13, 80122",12219978,train
Museumphoto,"['Fun & Games', 'Game & Entertainment Centers']","Step back in time over 300 years and get yourself pictured as a Dutch Golden Age masterpiece (The Milkmade, Girl with a Pearl Earring, Prince William of Orange, The Happy Drinker) or Rembrandt van Rijn in Circles. Send it home as a postcard, get it printed, or do it both. Extra: 18x23cm or 20x30cm enlargment. It takes less than 10 minutes. Since 1st November we moved to Eggertstraat 2. Only 10 meters from the Dam Square on the back side of The New Church. Take al look at our reviews! Dont miss it! Britt and Peter",52.3741,5.0,4.89237,Amsterdam,"Eggertstraat 2, 1012 NN",7314543,train
Bfit Ibiza Sports Club,"['Spas & Wellness', 'Fun & Games', 'Health/Fitness Clubs & Gyms', 'Yoga & Pilates', 'Sports Complexes']","Bfit Ibiza Sports Club, 6.000 m² of Premium Gym in Ibiza Town: extensive fitness and cardio zone, Outdoor training area, more than 450 monthly classes, Cross training box, Cycling Studio in amphitheater, Personal Trainers team, Pilates Studio, Spa, Child care, Padel, Healthy restaurant, Beauty Center, private parking and swimming pool. Bfit is your gym club in Ibiza",38.916534,4.0,1.428751,Ibiza,,5226412,train
SEA LIFE Trust Beluga Whale Sanctuary,"['Zoos & Aquariums', 'Museums', 'Nature & Parks', 'Natural History Museums', 'Aquariums']","Experience Little Grey and Little White’s journey to Iceland and get up close to live puffins and local sea creatures! The Sea Life Trust Beluga Whale Sanctuary is the world's first whale sanctuary, home to two beluga whales; Little White and Little Grey. In spring 2020, the two belugas will move to their sea sanctuary home in nearby Klettsvik Bay. The Sea Life Trust Visitor Centre located in Vestmannaeyjar Harbour opened in April 2019, relocating the former Saeheimar Aquarium and Puffin rescue centre. The centre includes information and displays relating to Little White and Little Grey's epic journey from China to Iceland, as well as a local species aquarium and resident rescued puffins. As a non-profit centre, all ticket sales support the best possible care for Little White and Little Grey and the other animals in our care.",63.4427,4.5,-20.26922,Iceland,,4341735,train
Chiesa di San Ferdinando,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Churches & Cathedrals']",,40.83739,4.0,14.24841,Naples,,10297440,train
Anne Frank Zentrum,"['Museums', 'Specialty Museums']",,52.52445,4.5,13.402088,Berlin,,2147289,train
Mausoleo di Santa Costanza,"['Sights & Landmarks', 'Sacred & Religious Sites', 'Points of Interest & Landmarks', 'Churches & Cathedrals']","Originally built as a mausoleum in the fourth century for Costanza, son of Constantine, this church was transformed into a baptistery and then into a church towards the middle of the second century.",41.92249,4.5,12.51879,Rome,"Via Nomentana 349, 00162",198740,train
The Smallest House in Amsterdam,"['Shopping', 'Gift & Specialty Shops']","Discover the charm of Amsterdam's smallest house, home to a tea shop of grand proportions. Nestled within a mere 9m², Het Kleinste Huis offers an array of fresh teas, pre-packaged tea, tea accessories, and tea service sets. Our collection boasts over 200 types of tea, all 100% natural with no artificial additives. We also offer a delightful assortment of delicacies like chocolate, honey, nougat, fudge, and liqueur. Founded by Kirsten and Niels, a couple with a passion for quality tea, this family-run business has grown into a renowned tea specialist. Located in the heart of Amsterdam, our shop is easily accessible by public transport or car. So, step into our world of tea, and let the aroma of our fresh brews entice you into a unique Amsterdam experience.",52.371243,4.5,4.897689,Amsterdam,"Oude Hoogstraat 22, 1012 CE",4570596,train
Musee Carnavalet - Histoire de Paris,"['Museums', 'Specialty Museums']","The Carnavalet Museum is dedicated to the history of Paris and its inhabitants and has collections illustrating the evolution of the city from prehistory through to the present day. A vast array of works of art, relics and models are displayed in 100 or so rooms, showing the capital at various periods in history and evoking intellectual and everyday life. Magnificent restored historical scenery creates an evocative setting for a stroll through the centuries in an enriching, delightful visitor experience.",48.857853,4.5,2.363474,Paris,"16 rue des Francs-Bourgeois, 75003",188758,train
Elements Escape Room - Fuego - Atlantis - Cetro de Fuego,"['Fun & Games', 'Room Escape Games']","Elements Fire is a new experience in Barcelona. A fun and exciting room escape to spend some quality time with your friends, family or coworkers. It can fit groups between 2 and 20 people. The goal is to play, think and work together in order to escape with less than 60'. Will you be able to get out or will you be trapped in there?",41.40368,5.0,2.181055,Barcelona,,10431133,train
Beylerbeyi Palace,"['Sights & Landmarks', 'Historic Sites', 'Architectural Buildings']",This summer residence of the Sultans was also used to house foreign heads of state visiting the Ottoman capital. Several palaces had been built and demolished at this site over the years. The present structure was built between 1861-1865 and has six staterooms and 26 smaller rooms.,41.04369,4.5,29.04413,Istanbul,Abdullahağa Cad.,295479,train
Topography of Terror,"['Museums', 'Specialty Museums']","Since 1987 a permanent exhibition at the site where the headquarters of the Secret State Police, the SS and the Reich Security Main Office were located during the “Third Reich” has been providing information to the public about the most important institutions of National Socialist persecution and terror. The documentary exhibition conveys the European dimensions of the Nazi reign of terror.",52.506824,4.5,13.384102,Berlin,"Niederkirchnerstraße 8, 10963",190535,train
Jack the Ripper Tour - Discovery Tours,"['Tours', 'Walking Tours']","Join London's original Jack the Ripper CSI tour led by expert authors who have written books on the world's most infamous murder mystery. Step by step we will spirit you back in time to the cobbled streets of the Victorian East End of London where we will conduct a fact filled inspection of the Jack the Ripper murder sites in the course of which no stone will be left unturned and no shadowy recess left unvisited. Our guides John Bennett, Philip Hutchinson, Richard Jones and Lindsay Siviter are internationally recognised s being amongst the leading experts on the case and have appeared on every television documentary about Jack the Ripper. You will enjoy the full story of the murders that shook Victorian London and will have the opportunity to peruse our exclusive collection of 19th century photographs and documents that will breathe life into the atmospheric history that will surround you. So if you are looking for a Jack the Ripper tour be sure to join the expert led expedition that will bring you up to date on all the latest facts and information about the ultimate whodunit.",51.515163,5.0,-0.071837,London,"Aldgate East Underground Station, Exit 1, E1 8EY",1022180,train
Bar Monalisa Ibiza,"['Nightlife', 'Bars & Clubs', 'Gay Clubs & Bars']","Monalisa is a cocktail bar, located in the historic center of Ibiza. Open from 21:00 h to 04:00 am as a pre-disco, with animation and music. It does not serv any kind of food but just drinks and cocktails. Open during the summer from May till October. The best spot to spend a great night in ibiza city, in a nice place surrounded by people of all kind. Gayfriendly, Straightfriendly",38.90857,4.5,1.437319,Ibiza,,6514294,train
